,0,1,2,3,4,5,6,7
3381,No tiene datos,No tiene datos,Véronique Mucret Rouveyrollis,Véronique Mucret Rouveyrollis,"Esmeralda is an inexperienced director, but she dreams of this film where everything will be heard, where everyone can express their point of view without risk of being interrupted.",96,Paroles,tt3320648
3382,8.6,No tiene datos,James Peakman,"James Peakman, Michael Smith","Set in the late 1930's, a Hollywood agent is murdered on the 4th floor of the hotel Singapore. Detective Clive Driver of homicide is assigned to the case, but not all is what it seems.",80,4th Floor of Singapore,tt3323364
3383,5.0,No tiene datos,Robert Alaniz,Robert Alaniz,A middle-aged man's troubled relationship with his fiancée becomes even more complex when his teen-age ex-girlfriend from 1989 literally materializes from out of his dreams and into the 21st century.,114,Mind Over Mindy,tt3327104
3384,6.2,No tiene datos,Guillermo Iván,Guillermo Iván,"After years of missed opportunities, criticism, and bad first impressions, 3 less than talented NYC actors take fate into their own hands when they devise a half baked theatrical ""siege"" in order to prove they have what it takes.",90,The Strike,tt3326350
3385,4.9,68,Danny Perez,Danny Perez,En una comunidad desolada llena de marines drogadictos y rumores de secuestro.,94,Antibirth,tt3333870
3386,3.2,No tiene datos,Graham Skipper,Graham Skipper,"A hapless filmmaker documents the weird, violent, and surreal torments of an extraterrestrial clown.",70,Space Clown,tt3347666
3387,7.7,No tiene datos,Axel Steinmüller,"Axel Steinmüller, Britta Kleineheer","Hitman Stefán uncovers a twisty story about the mysterious death of super-gangster Teitelbaum to the officials, but is he really telling the truth?",99,Warum Siegfried Teitelbaum sterben musste,tt3353196
3388,7.7,No tiene datos,Antonio Napoli,Serena Corvaglia,"One of the world's best selling Italian writers, it is a hard character to define. Through his life he has been a boy scout, a brothel's auditor, a poet, an athletics champion, an art seller, a speed boat racing pilot, an essayist, a novelist, a philosopher, an illustrator, a photographer, a commentator, a script writer, a film director, an actor, an anchorman, a tip ... Leer todo",74,Così parlò De Crescenzo,tt3355274
3389,5.4,No tiene datos,Vladek Zankovsky,Vladek Zankovsky,"Max finds himself in possession of an ancient scroll that describes the entire history of humankind from beginning to end. Seeking to use the information for his own gain, Max triggers the mechanism that begins influencing his own life.",124,El Secreto del Zohar,tt3355014
3390,5.7,40,Stev Elam,Christian Lloyd,"In this dark comedy, a repressed agoraphobic's daughter meets a hardened pastor's daughter. While escaping their homes to attend the annual church youth group jamboree, they discover their worlds aren't what they once thought they were.",97,Moments of Clarity,tt3359754
3391,2.7,No tiene datos,Christian Grillo,Christian Grillo,Three demonic sisters who resemble neo-goth voodoo dolls are accidentally conjured from the other side during a failed attempt to raise a little girl from the dead.,70,Potent Media's Sugar Skull Girls,tt3361068
3392,5.5,No tiene datos,Paolo Bertino,"Paolo Bertino, Alessandro Isetta, Marco Panichella","Maurizio and Luca work in a local Tv channel called Rete Unita 2. Maurizio is a resourceful young journalist while Luca is his cameraman. Concerned about the impending staff cuts and tired of the boring local news that he has to report, Maurizio decides to add a little sparkle making up the stories he has to report for the network. A little reluctantly, Luca takes par... Leer todo",No tiene datos,Press,tt3367142
3393,4.8,40,Enrique Begné,Ted Perkins,"Un policía mexicano se ve obligado a trabajar con un hacker adolescente para dar caza a los criminales que mataron a su esposa, y desmantelar su organización.",101,Compadres,tt3367294
3394,5.7,No tiene datos,Thangam Saravanan,"Vimal, Nandita Shwetha, Pasupathy","The members of a family join hands to save their ancestral tea shop from being demolished, even after receiving various threats from the government.",111,Anjala,tt3369694
3395,6.2,No tiene datos,Miguel Santesmases,Miguel Santesmases,"A self-conscious romantic comedy, set in Madrid nowadays.",92,"Madrid, Above the Moon",tt3379470
3396,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt3379544
3397,4.2,No tiene datos,Rilson Baco,"Lipy Adler, L.G. Bayão","Dudu is a shy boy who, in his senior year of high school, is still a virgin. This situation makes him the constant target of jokes from his inseparable friends. One day, at the end of the school year, he is invited by the gorgeous Professor Deborah to take extra lessons at her house. The situation soon causes Dudu and his friends to believe that she is flirting on the... Leer todo",82,O Último Virgem,tt3379372
3398,5.1,No tiene datos,Johnny Buell,Johnny Buell,"This absurd tale follows an apathetic man-child, Ron, on a journey to restore the spirit of his catatonic mother. Meeting friends along the way, this ridiculous, drug-filled musical expedition uncovers not only the secrets behind his mother's current state, but a mystery surrounding the purpose of the Universe. Ron must use this knowledge to not only save his mother, ... Leer todo",95,The Unquenchable Thirst for Beau Nerjoose,tt3380800
3399,6.2,No tiene datos,Louis Leterrier,Sacha Baron Cohen,Una nuevo trabajo fuerza a un espía a formar equipo con el hooligan de su hermano.,83,Agente contrainteligente,tt3381008
3400,6.2,No tiene datos,Victor Warren,"Daniel Keleher, Victor Warren","A comic yet ultimately devastating look at an apocalyptic future Los Angeles torn apart by a dangerous virus, most of its victims left unconscious to die slowly.",90,Hot,tt3385270
3401,5.2,17,Justin M. Seaman,Justin M. Seaman,"En la Noche de Brujas de 1989, Sam y Josh intentan disfrutar su última Noche antes de graduarse de secundaria, cuando toman un desvío en camino a un concierto, encontrando un viejo granero abandonado y despertando el mal en su interior.",88,The Barn,tt3390550
3402,6.2,No tiene datos,Jim Lujan,Jim Lujan,"Un cazarrecompensas de poca monta llamado Rod Rosse, The One Man Posse, se enreda en una maraña de peligro cuando acepta un trabajo de un antiguo motorista y luchador convertido en senador de los EE. UU. al que llaman ""Deathface"".",75,Revengeance,tt3401174
3403,2.9,No tiene datos,Leigh Scott,"Barney Burman, Mark Burman, Leigh Scott",Great white sharks bio-engineered to be the size of piranhas with the purpose of living in rich people's exotic aquariums terrorize New York City when they get into the water supply and do what great white sharks do best.,79,Piranha Sharks,tt3400060
3404,5.1,No tiene datos,Karl-Friedrich König,"Karl-Friedrich König, Tilman König",No tiene argumento,90,Der schwarze Nazi,tt3400522
3405,5.7,No tiene datos,Michael Thurmeier,Michael J. Wilson,La Manada debe encontrar una manera de evitar que un asteroide golpee la Tierra con la ayuda de un viejo amigo.,94,Ice Age: El gran cataclismo,tt3416828
3406,5.1,No tiene datos,András Kern,"András Kern, Miklós Vámos",It is Dr. Borlaug's job to tell the patients that they have just a few days left. But one day his colleauge tells him this story. So the sample husband the best father and doctor comes up with a devilish plan. To ruin every relationship that he is in so the loved ones will let him go easily. And when he achieves this he is still alive but he should be in the cemetery ... Leer todo,103,Gondolj rám,tt3416386
3407,7.5,No tiene datos,Brian Kirk,Brian Kirk,"""Uncle Sam"" Armstrong (Craig Henne) is getting out of court ordered rehab - for the 8th time. Sam was a Vietnam War hero who came to embody the populist patriotism of the late 80s and early 90s. Known as ""the Hulk Hogan of American politics,"" his endorsements swayed presidential elections and three of his books became action movies, which he starred in. Uncle Sam lost... Leer todo",88,Sam and Me,tt3419324
3408,5.1,No tiene datos,Charis Orchard,"Chris Pentzell, Adam Omar Shanti","A womanizing attorney is unable to have sex after a hypnotherapy session to quit smoking goes awry and he seeks help from one of his clients, an uptight psychiatrist, who teaches him that there is more to women than just sex.",89,Love Addict,tt3417764
3409,5.5,No tiene datos,Matheus Souza,"Bruno Bloch, Pedro Cadore, Matheus Souza","Guy ends his relationship, re-encounter his best friend in school and the both start looking for girls while the nerd best friends thinks they're in a movie.",96,Tamo Junto,tt3421780
3410,6.4,No tiene datos,Ahmed Boulane,"Ahmed Boulane, Carlos A. Domínguez","Ibrahim, a Moroccan soldier, is sent to a deserted island off the Mediterranean coast of Morocco to monitor the movements of smugglers and illegal immigrants. One day, Ibrahim finds a Sub-Saharan man, Mamadou, washed up on the beach. While the unlikely pair tries to survive on the miniscule island, they inadvertently trigger a diplomatic incident that crescendos into ... Leer todo",85,La Isla de Perejil,tt3422490
3411,6.2,No tiene datos,Richard Krause,"Matt Barron, Simon Cardoza, Nalani Jay","When Simon's' dog is taken from him, he stops at nothing to get her back.",82,Hello Gangster,tt3429784
3412,6.3,No tiene datos,Derek Scott,"Thomas L. Harris, Martell Lane, Chamar Avery","Two inept police officers, who have spent their entire lives wanting to appear on the show ""Police Force"", get more than they bargained for when an evil drug lord becomes falsely convinced that they are America's most badass cops.",110,Five-O,tt3437996
3413,No tiene datos,No tiene datos,Emily Esperanza,Emily Esperanza,"An odyssey through archetype, transcendence, nostalgia, and honesty.",48,Spider & Fly,tt3441706
3414,8.6,No tiene datos,Josh Hyde,Josh Hyde,"In a tipsy fit, Joseph kidnaps an old friend who owes him $5,000, enlisting the aide of his hipster girlfriend and stoner roommate.",74,My Friend's Rubber Ducky,tt3452748
3415,No tiene datos,No tiene datos,Jean Senelier,Princess Fumi Hancock,"Siberia Tonka's dream of becoming the next bestselling, globally celebrated fantasy author in America, like the iconic, Princess of Suburbia, is quickly eroding away.",76,Of Sentimental Value,tt3454576
3416,No tiene datos,No tiene datos,Peter Vogt,Peter Vogt,No tiene datos,75,The Play,tt3468442
3417,No tiene datos,No tiene datos,Bladimir Abud,"Manolo Ozuna, Rafael Alduey, Eva Arias","An unemployed man, overwhelmed by problems, attempts to jump from a ninth floor. A crowd gathers in the street trying to convince him of not ending his life.",90,Suplicio,tt3469906
3418,7.0,No tiene datos,Ahmed El Maanouni,"Abdelfattah Arrom, Ahmed El Maanouni",No tiene argumento,No tiene datos,Julie-Aicha,tt3468974
3419,7.1,No tiene datos,Garth Jennings,Garth Jennings,"En una ciudad de animales humanoides, un frenético empresario intenta salvar su teatro con una competición de canto que resulta más grandiosa de lo que había anticipado cuando los finalistas descubren que sus vidas nunca volverán a ser las mismas.",108,¡Canta!,tt3470600
3420,No tiene datos,No tiene datos,Jean-Louis Milesi,Jean-Louis Milesi,"A child's world transforms everything into magic or into fear. Summer vacation. 3 French brothers, Matt (17), Eliot (14) and Lucas (7), follow their American mother to San Francisco where she must take care of the house of her missing uncle. As the police investigates his mysterious disappearance, Eliot makes contact with their great uncle's ghost and learns that he w... Leer todo",90,Don't Give Up the Ghost,tt3468728
3421,7.5,No tiene datos,Amit Gupta,Amit Gupta,Jay is a former daytime-TV star whose life has hit rock bottom until he meets his dream girl. Hannah is bright and beautiful and hates modern life. There's just one problem. How does Jay tell Hannah about the leaked sex tape which made him an Internet sensation?,94,One Crazy Thing,tt3497828
3422,3.6,29,Christy Carlson Romano,Christy Carlson Romano,"A mischievous, swag-obsessed boy must overcome his inner Scrooge, or remain caught in a cycle where everyday is a Christmas without presents.",78,Christmas All Over Again,tt3503454
3423,No tiene datos,No tiene datos,Tim Griffiths,"Tim Griffiths, Luke Vincent","As Britain looks set to succeed in the first step towards world nuclear disarmament, outer space has other plans that could spell a catastrophic end to Britain, Europe and the world.",No tiene datos,The National Union of Space People,tt3503734
3424,3.6,No tiene datos,Touch Brandon,Touch Brandon,"The lives of two drag-queen/ex-lovers; a wealthy, business man who must choose between his wife or his hidden sexual desires; a shy, young woman who falls in-love with her beautiful, ""straight"" roommate, and a gutsy transgender working girl who attempts to reclaim her dignity intertwine in four stories of love and romance.",94,L.G.B.T. Love Stories,tt3506268
3425,6.9,88,Michael David Lynch,Michael David Lynch,"In this hilarious romantic comedy, non-working actor Cam is claimed as a ""dependent"" by his breadwinning girlfriend Alice. As he stumbles from one humiliating job to the next, he tries to keep his dream alive as well as his relationship.",87,Dependent's Day,tt3511220
3426,No tiene datos,No tiene datos,Carly Blackman,Carly Blackman,Jane is a 23 year old dreamer with an urgent need to understand the world around her and her contentious and wildly comic relationship with the opposite sex.,90,Ma sacrée jeunesse,tt3514552
3427,5.3,No tiene datos,Bennie Woodell,Bradley Fowler,A grandfather's love stories enlighten a jaded man and a moonstruck girl about the realities of love.,90,Love Meet Hope,tt3515450
3428,4.2,No tiene datos,Max McGill,Andrew Cryan,"Hot Property is an anarchic satire for 'generation rent'. An un-romantic comedy about love, greed and psychotic estate agents. Set amid London's deranged property market and self-parodying hipster culture.",83,Hot Property,tt3515318
3429,No tiene datos,No tiene datos,Sam Estall,Sam Estall,"'Catching Clouds' follows the story of Greg, a struggling writer, and his life after meeting Niamh, a woman who cannot control her innate ability to disappear into thin air.",No tiene datos,Catching Clouds,tt3520254
3430,7.6,No tiene datos,Ron Clements,Jared Bush,"En la antigua Polinesia, cuando una terrible maldición lanzada por el semidiós Maui llega a la isla de Vaiana, esta responde a la llamada del océano para buscar al semidiós y arreglar las cosas.",107,Vaiana,tt3521164
3431,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt3521334
3432,6.6,100,Dan Glaser,Timothy J. Meyer,Three estranged foster brothers rediscover the ruins of their childhood kingdom 'Oxenfree'...and face down the monster living within.,93,Oxenfree,tt3521976
3433,No tiene datos,No tiene datos,Emmanuel Marthol,Emmanuel Marthol,No tiene argumento,122,Open Windows,tt3526748
3434,4.2,78,Don Bitters III,Don Bitters III,"When ancient flying reptiles attack Los Angeles, it's up to two working-class friends, the unlikeliest of heroes, to save the day.",99,Terrordactyl,tt3524346
3435,6.3,No tiene datos,Lisa Gornick,Lisa Gornick,"Gabrielle is writing an illustrated guide book on sex called 'How To Do It.' At a book signing she meets Saul, an established male writer who is straight. She both loves and hates his work which has seeped into her secular Jewish life from childhood. The more Gabrielle tells him about her book the more he wants to know about her life; the relationship with her younger... Leer todo",80,The Book of Gabrielle,tt3529098
3436,7.3,17,Derek Sieg,"Jeremy M. Goldstein, Derek Sieg","A young man (Matthew Gray Gubler) attends the funeral of his biological father, a man he never knew, only to meet a mysterious, quirky stranger (Jere Burns), who claims to have been best friends with his dad. The two set out on a comic adventure, helping one pursue the love of his life while the other leaves a trail of broken hearts and bank accounts in his wake.",90,Hot Air,tt3531260
3437,No tiene datos,No tiene datos,Katie Rogers,Katie Rogers,Single woman living in Los Angeles relieves herself of her automobile in order to reduce her carbon emissions to zero.,80,Carless in LA,tt3532460
3438,5.5,67,Tom Kingsley,"Tiani Ghosh, Will Sharpe","THE DARKEST UNIVERSE is BAFTA-nominated directors Will Sharpe and Tom Kingsley's surreal and hilarious follow-up to the critically acclaimed BLACK POND. Described by Sharpe and Kingsley as 'a romantic comedy set in space, or - to be more specific - planet Earth', the film follows world-weary banker Zac on his search for his eccentric sister, Alice, who goes missing wh... Leer todo",90,The Darkest Universe,tt3533338
3439,6.5,No tiene datos,James Cels Bragg,"Sha, Don Manigault","Talk Nerdy to Me is a comedy that has real life issues teenagers deal with today. Bullying, homosexual, teen pregnancy, betrayal and more.",No tiene datos,Talk Nerdy to Me,tt3540910
3440,7.9,95,John Carney,Simon Carmody,Un niño que creció en Dublín durante la década de los ochenta se escapa de su tensa vida familiar formando un grupo de música para impresionar a una enigmática chica que le gusta.,106,Sing Street,tt3544112
3441,No tiene datos,No tiene datos,Brent Jones,Joel Rook,"A group of teenagers discover a family of monsters living in their neighborhood. Enlisting the aid of a local vigilante group and a professional monster hunter, they decide to take them on.",120,Creeps,tt3545750
3442,7.8,No tiene datos,Matt Ross,Matt Ross,"En los bosques del noroeste del Pacífico, un padre dedicado a cuidar a sus seis hijos con una educación física e intelectual rigurosa debe dejar su paraíso para entrar en un mundo que pone en tela de juicio la idea de lo que significa ser un padre.",118,Captain Fantastic,tt3553976
3443,8.3,No tiene datos,Jen Heck,"Viki Auslender, Noa Bassel, Jen Heck","Using a band as a cover story, a group of unlikely rebels with dubious musical skills pass over forbidden borders and into each other's tangled lives in Israel and Palestine.",89,The Promised Band,tt3551450
3444,5.6,No tiene datos,Marc A. Hutchins,"D.C. Bowden, Carrie Brown, Bill Dewhurst","Marcus Williams is a city detective who is unwillingly thrust into a partnership with Minister Samuel Gray to solve a gang-related shooting. As the mismatched duo begin their journey, they soon discover the incident is part of something bigger, and catching the killer means stopping an all-out gang war. Through the investigation, Marcus and Samuel both learn that savi... Leer todo",88,Crossing Streets,tt3553622
3445,6.6,No tiene datos,Guilherme Trindade,"Ivone Rodrigues, Ivone Rodrigues, João Harrington Sena","Some try to live completely offline, others live on the internet. A movie about the disparity of these people.",129,Offline,tt3556230
3446,6.6,No tiene datos,Glenn Ficarra,Robert Carlock,Una periodista relata su cobertura durante la guerra en Afganistán.,112,Reporteras en guerra,tt3553442
3447,5.0,No tiene datos,Ganeshaa,Ganeshaa,"The protagonist, like most people, has positive and negative thoughts; however, in his case, the negative thoughts take on a life of their own.",140,Nambiar,tt3557978
3448,5.6,46,Vincent Masciale,Luke Barnett,A horror junkie and his friends sign up with a company that brings their customer's greatest fears to life.,90,"Fear, Inc.",tt3560148
3449,3.9,54,Daniel Robbins,Mark H. Rapaport,A sleepwalking teen straps a camera to himself and discovers a sinister family secret.,95,Uncaged,tt3562786
3450,5.8,No tiene datos,Linda Palmer,Brian Beatty,"Dwindling clientele and new smoking ordinances have forced veteran bar-owner Murray to make a tough decision: it's time to close the bar. However, Murray's hopes for a quiet closing are dashed when a freak blizzard whips through, stranding a host of zany people all night. Between drinks and karaoke, alliances are formed, broken, and blown sky-high. A new life comes in... Leer todo",105,Last Call at Murray's,tt3564858
3451,6.3,No tiene datos,Lynne Alana Delaney,Lynne Alana Delaney,Two actors who originally hooked up during filming in their early 20's find love can be even more complicated the second time around when reunited to star in an updated remake of their earlier film.,97,The Remake,tt3564924
3452,4.3,No tiene datos,Sai Gokul Ramanath,Ganesh Raj,Vaaliba Raja is a romantic comedy laced with family sentiments. Santhanam is playing the role of a psychiatrist in the film.,119,Vaaliba Raja,tt3566718
3453,No tiene datos,No tiene datos,Kodi Lane,"Kodi Lane, Erica Lindsey Ross","Two eccentrically lovable, gay black men embarrass their white teenage daughter trying to survive high school.",90,The Far Side of Normal,tt3568166
3454,6.4,100,Kriv Stenders,Daniel Taplitz,"An iconic Australian story of family, friendship and adventure, between a young boy and a scrappy one-of-a-kind dog that would grow up to become an Australian legend.",88,Red Dog: True Blue,tt3567194
3455,4.6,55,Dominik Hartl,Armin Prediger,"Zombie action in the Alps: a group of young snowboarder is stuck in a remote mountain ski resort, where an all-night aprés-ski party soon turns into a hellish nightmare of zombie mayhem.",78,Attack of the Lederhosen Zombies,tt3569970
3456,No tiene datos,No tiene datos,Brian Gallagher,Amy FrearBrian GallagherDan McGlaughlin,No tiene datos,88,Ardmore Junction,tt3575298
3457,5.9,No tiene datos,Drew Hall,James Weldon,"Uber geeks Nigel and Oscar want nothing more than to capture definitive evidence of a Sasquatch. When their guide bails on them, they must resort to using a mis-matched group of outdoor enthusiasts. Meanwhile, their rival Claus, also on the hunt for the ""Squatch"", races to beat them to the prize in this documentary style comedy.",84,Nigel and Oscar Vs. The Sasquatch,tt3576858
3458,6.6,No tiene datos,Timo Jacobs,"Federico Avino, Timo Jacobs",No tiene argumento,90,"Mann im Spagat: Pace, Cowboy, Pace",tt3577684
3459,4.6,82,Quincy Rose,Quincy Rose,"A post-modern romantic comedy about luck and timing in relationships, missed opportunities, unrequited love and how the grass always appears to be greener on the other side.",77,Friends Effing Friends Effing Friends,tt3580074
3460,4.0,78,Ryan Ederer,Aaron Goldberg,"A down on his luck man gets into an absurd but high stakes bet where he has one summer to find, and hook up with, every girl he had a crush on from 1st to 12th grade.",88,The Bet,tt3583370
3461,5.0,80,Stolis Hadjicharalambous,"Stolis Hadjicharalambous, Christopher J. Otis",Students rebel against a out of control dean of discipline.,100,The Last Straw,tt3583430
3462,6.8,No tiene datos,Marina Seresesky,Marina Seresesky,Una mujer entrada en años que trabaja como prostituta tiene una oportunidad inesperada de redimirse con la llegada de una niña.,82,La puerta abierta,tt3584954
3463,6.0,No tiene datos,Kevin Arbouet,Jezabel Montero,"Cassanova Canto is a 5'7"", blonde, blue-eyed Cuban-American struggling actor who has fallen in love with a woman, while still married to her husband. Throw in a famous Spanish soap star mother, a homophobic sister, a yogi therapist, and a naked guy, and her dilemma takes a twist. Can you be a free-spirited, sexually fluid, pansexual, bisexual, metrosexual, monogamist ... Leer todo",113,Cassanova Was a Woman,tt3589352
3464,6.6,No tiene datos,Christoph Lehmann,Niles Maxwell,"Two estranged American brothers meet in Saas-Fee, Switzerland to get to know one another. Cut off from distractions, their differences come to a head, ""interfering"" in their relationships, revealing the reality behind their personas.",97,Interference,tt3584550
3465,No tiene datos,No tiene datos,Michel Cosma,"Michel Cosma, Hamisa Dor","Chess can become an obsession, but for Eddie, it is a way of life. Facing personal dilemmas with his teenage daughter, and fantasizing about a beautiful deli waitress, he encounters Geoff, his guardian angel who looks all too human.",74,Chess,tt3589654
3466,7.2,No tiene datos,Steve Barron,"Johnny Smith, Rob Sprackling","Mike Bassett comes out of retirement to help England's new German manager, but soon finds himself in the hotseat again.",No tiene datos,Mike Bassett: Interim Manager,tt3602458
3467,3.7,No tiene datos,Abel Berry,"Abel Berry, Jennifer Michelle Stone II","Set in the south Texas town of Sucio Sangre near the vicious Mexican border, BLOOD SOMBRERO stars Billy Blair as a nameless thief hired by the ruthless crime lord Lucifer (Nick Gomez) to find a strange box with unknown contents. Meanwhile a mysterious yet violent girl named Josephine (Paula Solinger) holds the box while on the run from the deranged cult she once belon... Leer todo",86,Blood Sombrero,tt3603104
3468,No tiene datos,No tiene datos,Leon Tidwell,"Scott Mc, Entire","Gaby is a neurotic single mother who is living a content yet incomplete life. Sean is a hectic single dad known to lose himself to his work. It's difficult enough for them to get together, but the real test is how they stay together.",71,With You,tt3609804
3469,8.2,No tiene datos,David E. Powers,"Deborah Hocutt, David E. Powers, Greg Womble",A brash young Jewish filmmaker from New York tries to help an overly-zealous Baptist preacher in south Alabama make a movie about the Prodigal Son. In the process they both learn about the love and acceptance of the Prodigal's father.,92,Shooting the Prodigal,tt3608806
3470,7.7,No tiene datos,Daniel C. Davis,Daniel C. Davis,"After being out casted by their cliquey town, three wannabes form a fictional-band in order to con their way to stardom.",96,Same Dance,tt3611034
3471,6.8,83,Ryan Bottiglieri,Ryan Bottiglieri,Adopted brothers go to extreme measures while wrestling to save their dads restaurant.,89,Heels,tt3612514
3472,5.2,No tiene datos,Casey Tebo,Casey Tebo,"When two friends embark on a journey to Mexicali for a Birthday celebration, they soon realize their psychedelic shenanigans have taken a turn for the worse.",90,Happy Birthday,tt3620846
3473,No tiene datos,No tiene datos,Eric Liberacki,Fernando AlbiarSteven AleckElyse Cantor,No tiene datos,No tiene datos,Spoiled Fruit,tt3623232
3474,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt3630340
3475,7.5,No tiene datos,Robert McCaskill,Mara Lesemann,A newly single New Yorker must re-locate to Florida; she drives south with her widowed dad and her mom's ashes in a coffee can.,81,Detours,tt3625136
3476,5.9,No tiene datos,Malcolm D. Lee,Kenya Barris,"A medida que la comunidad ha empeorado, el equipo de Calvin se une para traer algunos cambios muy necesarios a su vecindario.",111,La barbería: Todo el mundo necesita un corte,tt3628584
3477,3.6,No tiene datos,LazRael Lison,"Michael Bussan, Dale Zawada","A comedic blend of murder, mystery and marijuana. Trying to escape the infamy of a serial killer father, Trent Modine and his goof-ball stepbrother Joey, both seeking a new start, find refuge in the small town of Mooseheart. Joey, a complete stoner in a town known for its good weed and stories of the Candy Corn Killer, is a disaster waiting to happen. As you can imagi... Leer todo",101,Halloweed,tt3635788
3478,4.9,No tiene datos,Chris Cordone,Chris Cordone,El hijo de un magnate de la construcción de Los Ángeles ha matado accidentalmente a un hombre con contactos. Se urde un plan que envía al hijo a la clandestinidad mientras un actor es contratado para ocupar su lugar.,119,Stevie D,tt3644258
3479,6.3,No tiene datos,Chad Hartigan,Chad Hartigan,The romantic and coming-of-age misadventures of a 13-year-old American living in Germany.,91,Morris from America,tt3652862
3480,6.8,No tiene datos,Icíar Bollaín,Paul Laverty,"Una chica, su tío, y un amigo, emprenden un viaje emocional para recuperar un árbol familiar.",100,El olivo,tt3655972
3481,6.1,No tiene datos,Sean Feuer,Isaac Platizky,A modern day romantic comedy farce.,76,Cabin of Errors,tt3663200
3482,No tiene datos,No tiene datos,Manuel Pifano,Anny BaqueroGuillermo LondoñoJesús Nunes,No tiene datos,No tiene datos,Que pea!,tt3663500
3483,3.6,41,Roman Atwood,Roman Atwood,"Los tres bromistas más famosos, atrevidos y escandalosos del mundo se unen por primera vez para desatar las bromas más épicas en un escandaloso evento cinematográfico.",90,Natural Born Pranksters,tt3671086
3484,4.3,86,Michelle Danner,Matt Lutz,"A lovable dog named Bandit starts stealing cash to help his adopted family, he unwittingly sets them on a collision course with his dangerous ex-partner.",87,The Bandit Hound,tt3671052
3485,No tiene datos,No tiene datos,Michel Léviant,Michel Léviant,"Because the factory where their parents work will soon be closedown, three teenage girls kidnap the boss' daughter...",80,La nuit rebelle,tt3673930
3486,5.1,No tiene datos,Rohit Dhawan,Rohit Dhawan,"When India's top batsman goes missing in the Middle East, two mismatched cops must team up for a 36-hour manhunt before the cricket final.",124,Dishoom,tt3679060
3487,5.1,55,D.C. Hamilton,D.C. Hamilton,"After losing his rare genetic disorder--or the incredible ability--to be impervious to hurt, a hired assassin discovers the direct and immortal beauty of pain.",105,The Midnight Man,tt3685586
3488,7.3,No tiene datos,Peter Cameron,Peter Cameron,"Bryan is struggling to get over his latest relationship and his friends and family are determined to get him back in the saddle again, whether he likes it or not.",82,Drunk,tt3685618
3489,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt3687316
3490,5.9,No tiene datos,Tim Sanders,"Garrett Hargrove, Trey Huguley, Tim Sanders","Lifelong serial killer, Hackley is going through a mid-life crisis and rethinking his life and career while dealing with his meddling,incompetent boss.",89,Axe Murdering with Hackley,tt3683144
3491,6.4,No tiene datos,Ian Paterson,"Ian Paterson, Simon Rozee",The World Title is the ultimate prize for Bobby Stevens. Getting to the final was his big chance but for some reason he froze against Ray Carter and the match was almost a whitewash as Bobby could not pot another ball! A few years later he's performing trick-shots wearing a mask in small clubs and trying to move on but whatever stopped him potting in the final before ... Leer todo,92,Perfect Break,tt3694104
3492,No tiene datos,82,Spencer Schilly,No tiene datos,"At age 54, New York performance artist and self-proclaimed psychotherapist, Lisa Levy, is preparing for the biggest performance of her life - her first-ever marriage. Engaged for eight years, Lisa finally decides to marry the love of her life, Phil, even though she's terrified of the concept of marriage. Afraid of failing as a wife and a step-mom, Lisa slowly confront... Leer todo",52,Cold Feet,tt3691096
3493,5.9,No tiene datos,Sash Andranikian,Sash Andranikian,"Discouraged after a series of unsuccessful relationships, young Muscovite Polina meets an unlikely match in a visiting foreign movie star and discovers that the recipe of her grandma's jam could be a key to her happiness.",92,Ves etot dzhem,tt3693290
3494,7.9,No tiene datos,Mark Jones,"Mark Jones, Nesib Shamah","Four friends, owners of A-1 Tattoo, find themselves in dire straits when they get behind in rent. To come up with some fast cash, they hatch a plan to make a quick killing...but their biggest obstacle is not killing each other first.",90,Worst Laid Plans,tt3701060
3495,5.3,No tiene datos,Henrik Ruben Genz,Erlend Loe,"In "" Tordenskiold "" we follow the only 29 -year-old vice admiral Tordenskiold and his valet Cold . The year is 1720, the peace is signed, the war is over and the naval hero has no idea what he should do with his life. Cold persuades him to take the suitor journey to England, but the trip develops into an amusing and grotesque journey from Christianshavn , down through... Leer todo",98,Tordenskjold & Kold,tt3702758
3496,5.8,No tiene datos,John Michael McDonagh,"John Michael Mc, Donagh","En Nuevo México, Terry Monroe y Bob Bolaño son dos policías corruptos que chantajean a todos los delincuentes que tienen la mala suerte de cruzarse en su camino. Las cosas se complican cuando intimidan a alguien más poderoso que ellos.",98,Contra todos,tt3708886
3497,4.0,No tiene datos,Jevgeni Lensu,"Joona Jaakkola, Jevgeni Lensu","Etsinnässä (Searching for You) is a story about Joni, a young man in his twenties, who returns to his hometown for summer vacation from university. While on his vacation, Joni tries to find himself and happiness.",80,Etsinnässä,tt3708792
3498,No tiene datos,No tiene datos,Anthony Caldarella,Kieran Angelini,"Lovers clash. Friends fight. Neighbors brawl. This is the story of DRIFTING, the sometimes hilarious, sometimes heart-wrenching new film that examines how people only hate the ones they love.",82,Drifting,tt3708864
